Name,Title,Total students,Reviews,Udemy link,Social links
Neven Coaching Academy,Life coach and Business adviser,"13,155","1,629",https://www.udemy.com/user/neven-15/,['https://www.youtube.com/https://www.youtube.com/channel/UCcWgG5Of0Ebh45FTsx8L8bw']
Alexander Golovin,"Electric power systems protection, automation and control",381,84,https://www.udemy.com/user/alexander-8934/,[]
Inomzhon Saidmuratov,Online teacher,"3,861",313,https://www.udemy.com/user/delikanli/,[]
Kareem Ullah,Unlock Your Potential: Learn from a Knowledgeable Instructor,"10,370","1,554",https://www.udemy.com/user/kareem-khan-38/,[]
Gary Hengeveld,Programmer,408,68,https://www.udemy.com/user/gary-hengeveld/,"['https://garyhengeveld.com', 'https://www.youtube.com/channel/UCBUEvgHohT5VK5nXhXw2g-A']"
Naman kumar Gandhi,Professor at Indore Institute of Science & Technology,"6,057",708,https://www.udemy.com/user/naman-kumar-gandhi/,"['https://www.facebook.com/https://www.facebook.com/naman.gandhi.148', 'https://linkedin.com/Namangandhi272']"
Mario Sabogal,Flight Instructor and Airline Pilot,"2,872",304,https://www.udemy.com/user/mario-sabogal/,['https://www.youtube.com/PilotEffect']
Adnan Hasbi,Passionate Teacher Changing 1 Life at a Time,"98,454","2,619",https://www.udemy.com/user/adnanhasbi/,"['https://www.facebook.com/The-Digital-Professor-110488220738320/?modal=admin_todo_tour', 'https://www.youtube.com/channel/UCW6Nqv6kCKcjvuL5C87YEiw']"
Huzefa Kapadia,Test Prep Visionary and Education Specialist,"8,177",740,https://www.udemy.com/user/huzefakapadia2/,"['http://www.scalarlearning.com', 'https://www.facebook.com/huzefa.n.kapadia', 'https://linkedin.com/in/huzefankapadia', 'https://www.youtube.com/channel/UCa5js1ov-Nu7i4SLDCNgMxw']"
J Aatish Rao,Mechanical engineering professional | AutoDesk Certified U&P,"4,748","1,001",https://www.udemy.com/user/j-aatish-rao-2/,"['https://www.facebook.com/jaatishrao', 'https://linkedin.com/in/jaatishrao', 'https://www.youtube.com/TheLearningHub-TLH']"
GHAFRAN ALI,Instructor,"22,088",232,https://www.udemy.com/user/ghafran-ali-2/,['https://www.facebook.com/dani259']
Seungjae Kang,seemile team,327,74,https://www.udemy.com/user/seungjae-kang/,['https://www.seemile.com']
Sixto Bayoes Layao,Licensed Professional Teacher,"5,159",119,https://www.udemy.com/user/sixto-5/,"['https://www.facebook.com/DaGritWol', 'https://linkedin.com/in/slayao62', 'https://www.youtube.com/channel/UCX3uBxknjD_RETRrLKIhUIA']"
Georgiana Manolea,Online tutor,291,68,https://www.udemy.com/user/23c967af-c3dc-489d-aba7-e19848b86399/,"['https://www.instagram.com/romanianwithgia/', 'https://www.facebook.com/RomanianwithGia/', 'https://linkedin.com/in/giiia/', 'https://www.youtube.com/c/RomanianWithGia']"
Julio Awad,Ingeniero,"4,617",728,https://www.udemy.com/user/julio-awad-yepez/,"['https://twitter.com/JulioAwad', 'https://www.facebook.com/julio.awad', 'https://linkedin.com/in/julio-awad-yépez-6b2574a8/', 'https://www.youtube.com/channel/UCwqZla6cjcSB18k-LaX3zHA/']"
Hany Shady,Professional Engineer - Construction Manager,423,68,https://www.udemy.com/user/hany-samir-19/,[]
Hani Gamal,"Musician, Photographer","15,869","3,014",https://www.udemy.com/user/hanygamal/,['https://www.classicalguitaressentials.com/']
Ana Martins,Portuguese teacher,"2,096",98,https://www.udemy.com/user/ana-martins-23/,[]
Edno School,School of Bulgarian language and culture,"1,303",68,https://www.udemy.com/user/ellie-zareva-hristova/,"['https://www.facebook.com/BulgarianLanguageEdnoSchool', 'https://linkedin.com/company/edno-school', 'https://www.youtube.com/c/EdnoSchool']"
Tony Sturtevant,Teacher,406,67,https://www.udemy.com/user/tony-sturtevant/,['https://linkedin.com/https://tr.linkedin.com/in/tony-sturtevant-b386212a']
Nasir Hussain shah,AUTOMATION ENGINEER,"1,319",67,https://www.udemy.com/user/nasir-hussain-shah/,['https://www.youtube.com/https://youtube.com/@automationhub6612']
Gilad Pagi,GRE Subject Exam in Mathematics instructor,"9,017",618,https://www.udemy.com/user/giladpagi2/,"['http://www.SubjectMath.com', 'https://twitter.com/gpsubjectmath', 'https://www.facebook.com/gpsubjectmath', 'https://www.youtube.com/channel/UCfMLVJWPbdyRNHPK9K6Tdcw']"
Giulia Macchi,Italian / English Coach,338,67,https://www.udemy.com/user/giulia-macchi/,"['https://www.italianlanguagehub.com/', 'https://www.facebook.com/https://www.facebook.com/italianlanguagehub', 'https://linkedin.com/https://it.linkedin.com/in/giulia-macchi-b5566a34', 'https://www.youtube.com/https://www.youtube.com/channel/UCkzNG56cAVlsMaHvsVhbIKg']"
Tatiana Snauwaert,Language instructor,702,67,https://www.udemy.com/user/tatianakharitonchik/,[]
Mounir EL.,Consultant - Trainer,313,67,https://www.udemy.com/user/mounir-el-khaloufi-3/,['https://linkedin.com/in/mounir-el-193347275']
Dr Yogesh Gaikwad,Professor of Business Research Methods | PhD Guide,154,67,https://www.udemy.com/user/dr-yogesh-gaikwad/,"['https://www.youtube.com/channel/UC1Xb8BBsygNp9ZrltRYNzuQ', 'https://www.facebook.com/yogeshgaikwad1984?ref=bookmarks', 'https://linkedin.com/in/dr-yogesh-gaikwad-1587131a/', 'https://www.youtube.com/channel/UC1Xb8BBsygNp9ZrltRYNzuQ']"
Samanwita Bagg,Assistant Professor with 12 years experience,726,143,https://www.udemy.com/user/samanwita-roy/,"['https://twitter.com/BaggSamanwita', 'https://www.facebook.com/cengsamanwitabagg', 'https://linkedin.com/in/samanwitabagg']"
Lee Prescott,English language instructor and education specialist,427,87,https://www.udemy.com/user/lee-prescott-2/,"['https://www.facebook.com/https://www.facebook.com/LearnEnglishwithLeePage/', 'https://www.youtube.com/https://www.youtube.com/channel/UCwZ32tbDu9-SfEHfONYUi2A']"
Practicon Pte Ltd,Practicon,741,94,https://www.udemy.com/user/practicon/,[]
Sebastian Pintea,"Associate Professor, PhD","3,535",217,https://www.udemy.com/user/sebastian-pintea-4/,[]
Chris Sivewright,"Best selling Instructor, author, actor...volunteer","220,688","7,605",https://www.udemy.com/user/chris-bankes-sivewright/,"['http://www.oxfordschooloflearning.co.uk', 'https://twitter.com/ArtTheatreUK', 'https://www.facebook.com/AlmostRandomTheatre', 'https://linkedin.com/in/chris-sivewright-a5147a41/', 'https://www.youtube.com/user/AlmostRandomTheatre']"
Marc Lindsey,FutureSoBrite,441,67,https://www.udemy.com/user/marc-carver/,"['http://www.futuresobrite.com', 'https://www.facebook.com/FutureSoBrite', 'https://linkedin.com/company/futuresobrite', 'https://www.youtube.com/c/Futuresobrite']"
Tobias Grote,Mathematician & Computer Scientist,"2,856",67,https://www.udemy.com/user/tobiasgrote2/,[]
Joe Saenz,Online English Teacher,"5,622",141,https://www.udemy.com/user/joesaenz/,"['http://onlineenglishcoursesefl.com/', 'https://twitter.com/#!/Free_Efl', 'https://www.facebook.com/joe.saenz.969']"
AKASH RANJAN PATEL,Remote Cyber Security Freelancer,"28,657",68,https://www.udemy.com/user/fe12a304-8e33-4f11-a7a4-aa38d5ad62cd/,"['https://akashranjanpatel.medium.com/', 'https://linkedin.com/in/akash-ranjan-patel-9877b11b1']"
Professor Candelario,Clinical Laboratory Scientist / Health Promotion Specialist,"1,558",647,https://www.udemy.com/user/cristela-candelario/,[]
Prepare for IELTS,IELTS Specialists and Former IELTS Examiners,"17,442","1,187",https://www.udemy.com/user/prepare-for-ielts/,"['https://prepareforielts.com', 'https://twitter.com/prepare4ielts', 'https://www.facebook.com/prepareforieltsuk/', 'https://www.youtube.com/prepareforielts']"
"Adrian Lloyd, MBA","Teacher, Engineer, Product Manager, Entrepreneur",383,141,https://www.udemy.com/user/adrian-lloyd/,[]
RAKON GR.,STRUCTURAL ENGINEER,736,183,https://www.udemy.com/user/rakon-3/,"['https://www.facebook.com/rakongr', 'https://www.youtube.com/rakon1']"
Jully Sweeruoh Chou,"Professora de Mandarim, inglês, japonês e português","11,231",195,https://www.udemy.com/user/jully-sweeruoh-chou/,['https://www.youtube.com/watch?v=dcezO-D_VRg']
Guilherme Braghirolli,Engenheiro Florestal e Técnico Agrimensor,"2,230",673,https://www.udemy.com/user/guilherme-braghirolli-2/,"['https://www.facebook.com/guilherme.braghirolli', 'https://www.youtube.com/topodicas']"
Arpit Dugar,"Author, Storyteller, Educationist",362,63,https://www.udemy.com/user/arpit-dugar-6/,"['https://www.arpitdugar.com', 'https://twitter.com/arpitdugar', 'https://www.facebook.com/dugararpit', 'https://linkedin.com/in/arpitdugar']"
Robotics Mechatronics,Instructor,380,63,https://www.udemy.com/user/akhil-palliwar-2/,[]
Rahsoft Electrical Engineering Courses,Rahsoft Online On-demand Electrical & Bio-Electrical Courses,"15,650",314,https://www.udemy.com/user/rahsoft-electrical-and-bio-electrical-courses/,"['https://rahsoft.com/', 'https://twitter.com/Rahsoft?lang=en', 'https://www.facebook.com/rahsoftusa/', 'https://linkedin.com/company/rahsoft', 'https://www.youtube.com/channel/UCwyInqIVlgS2Gy6O5gjq6Tg']"
Brian Greco,Data Scientist,"2,016",320,https://www.udemy.com/user/brian-greco-5/,"['http://briangre.co', 'https://www.youtube.com/channel/UCRj0VLGKAShVTjwZLXIzMSQ']"
Ashan R. Hampton,Assistant Professor of English/Editor/Writer,"5,190","1,358",https://www.udemy.com/user/ashanrhampton/,"['http://www.arhampton.com', 'https://www.facebook.com/startproofreadingnow', 'https://linkedin.com/in/arhampton', 'https://www.youtube.com/profarhampton']"
Five Minute Korean,Five Minute Korean Instructor,525,69,https://www.udemy.com/user/olivia-kim-25/,"['https://www.fiveminutekorean.com/', 'https://twitter.com/FiveMinKorean', 'https://www.facebook.com/fiveminutekorean', 'https://www.youtube.com/https://www.youtube.com/channel/UCxy573nXN3BsnUZDIi_7f9A']"
Sridhar Iyer,Certified Ethical Hacker(CEH) and Teacher,"27,220",236,https://www.udemy.com/user/sridhar-iyer-18/,['https://www.learnityourway.com']
Peter Urey,Performance Coach,"25,559",551,https://www.udemy.com/user/peterurey/,"['https://www.youtube.com/channel/UCDU1NtrZlG3N_7zRf5--Ozg', 'https://twitter.com/TheFearlessBlog', 'https://www.youtube.com/channel/UCDU1NtrZlG3N_7zRf5--Ozg']"
Mohamed A. Abozeima,Engineer,"18,272",294,https://www.udemy.com/user/mohamed-abd-el-shafy-abozeima/,"['https://linkedin.com/in/abozeima', 'https://www.youtube.com/channel/UC2dNqTX98moBuaNAlXTntJA']"
Ivelina Koycheva,Orthodontist,565,574,https://www.udemy.com/user/ivelina-koycheva-2/,['https://studyorthodontics.com/']
Dr. Nasir Munir,Lecturer at SZABIST University,"5,184",144,https://www.udemy.com/user/nasir-munir-5/,['https://www.youtube.com/https://www.youtube.com/channel/UCySfBnsKxny-yg8XptisZ7A']
Luke Rosa,Teacher and Curriculum Author,723,185,https://www.udemy.com/user/luke-rosa-2/,"['https://twitter.com/studentshistory', 'https://www.facebook.com/studentsofhistory', 'https://www.youtube.com/@studentsofhistory2926']"
Gina Underwood,"Dyslexia Practitioner, Spalding Certified Teacher",923,63,https://www.udemy.com/user/gina-underwood/,['http://www.SanAntonioReadingCamps.com']
Mister Bakur,A language instructor,"65,014",507,https://www.udemy.com/user/bakoor/,"['https://onlinemodaris.com/', 'https://www.youtube.com/channel/UCtS7xfKRAWr1_kWyE2zIF0A']"
Mohamed Shahen,SAT Prep Expert,423,63,https://www.udemy.com/user/mohamed-shahen-2/,[]
Riccardo Gasparotto,Teacher,558,62,https://www.udemy.com/user/riccardogasparotto/,"['https://www.facebook.com/italianoautentico', 'https://www.youtube.com/user/MrItalianoAutentico']"
Muhammad Umar Afzal,"MIE Trainer, MIE Expert, Google Certified Trainer","2,743",62,https://www.udemy.com/user/muhammad-umar-afzal/,"['https://twitter.com/mumar_afzal', 'https://www.facebook.com/umar82088']"
Sami D,Engineering PhD | Computer Science MS,"16,229","1,335",https://www.udemy.com/user/hamid-el-darwich/,"['https://beacons.ai/sami.darw', 'https://www.youtube.com/@SamiDarOfficial']"
Aleksi Linna,"Finnish YouTuber, Master of Science, Teacher",778,62,https://www.udemy.com/user/aleksi-linna/,"['https://www.facebook.com/https://www.facebook.com/aleksihimself/', 'https://www.youtube.com/www.youtube.com/aleksihimself']"
Werner Pretorius,City Planning Geek,263,62,https://www.udemy.com/user/werner-pretorius/,"['https://www.linkedin.com/in/werner-pretorius/', 'https://linkedin.com//in/werner-pretorius/']"
Jyoti Pandey,B.Sc M.A M.Phil (Eng Lit)B.Ed Language Enthusiast & Educator,"7,098",603,https://www.udemy.com/user/jyoti-p-2/,[]
Jarryd Giose,Engineer,"10,766",62,https://www.udemy.com/user/jarryd-giose/,['https://linkedin.com/jarryd-giose-6338b516']
Peggy Zogbaum,Egyptologist,"5,718",62,https://www.udemy.com/user/peggy-zogbaum/,[]
Shyamkant Anwane,Professor of Physics,"3,663",131,https://www.udemy.com/user/shyamkant-w-anwane/,"['https://twitter.com/ShyamkantAnwane', 'https://www.facebook.com/anwane', 'https://linkedin.com/in/shyamkant-anwane-b1835369/', 'https://www.youtube.com/Shyamkant Anwane']"
Andrew Matthews,Digital Business Coach,"3,659",73,https://www.udemy.com/user/mogue/,[]
Shahzeb Hussain,"Islamic Speaker,Teacher And Preacher","6,310",159,https://www.udemy.com/user/4f6b0128-6473-4b97-8b57-acaaf0a2f357/,['https://www.facebook.com/shahzebhussainofficial']
Dr. Ali Feizollah,Research Scholar in Computer Science,"5,937",131,https://www.udemy.com/user/ali-feizollah/,['http://www.researchandgo.com']
Boomy Tokan,Pastor,"39,605",481,https://www.udemy.com/user/pastor-boomy-tokan/,"['http://yournicc.com/', 'https://www.facebook.com/yournicc', 'https://www.youtube.com/channel/UC2JFqawdAagtHs5nOPdNr8Q']"
Practical Buddy,Instructor,"4,437",402,https://www.udemy.com/user/practical-buddy-2/,"['https://www.practical-buddy.xyz/', 'https://twitter.com/https://www.threads.net/practical_buddy', 'https://www.facebook.com/https://www.facebook.com/Practical-Buddy-110355897354180', 'https://linkedin.com/https://www.linkedin.com/in/swarit-mahalsekar-0a35181a0', 'https://www.youtube.com/https://www.youtube.com/channel/UCpIkmVBuEKiEuSMNzNoWMmQ']"
Kusumika Mukherjee,Bestselling Instructor | IIM Calcutta Alumna,"1,899",73,https://www.udemy.com/user/kusumika-mukherjee/,"['https://italki.com/kusumika', 'https://twitter.com/englishliv99', 'https://www.facebook.com/globalenglishtrainer', 'https://linkedin.com/in/kusumika-mukherjee-443a9a138', 'https://www.youtube.com/@Kusumika']"
Zaki Badr,"TESOL, TEFL, TEYL, Train the Trainer, Cambridge University","9,176",391,https://www.udemy.com/user/zaki-badr-tawfik/,"['https://www.learnspecialenglish.com', 'https://twitter.com/Zaki_Badr', 'https://www.facebook.com/ZakiBadrTawfik', 'https://linkedin.com/in/zaki-badr-7980b4116', 'https://www.youtube.com/@learnspecialenglish']"
Mohd Fikri Abdul Aziz,(BEng Electronics Engineering),"8,634",105,https://www.udemy.com/user/mrmathsguru/,"['http://MrMaths.academy', 'https://www.facebook.com/MathsPortal']"
Taha Berenjian,Early College Mathematics Instructor. MS / MBA,280,62,https://www.udemy.com/user/taha-berenjian/,"['http://richmondhillacademy.com/', 'https://www.facebook.com/https://www.facebook.com/taha.berenjian', 'https://linkedin.com/www.linkedin.com/in/taha-berenjian']"
Arvind Kumar,"I love Spanish, you’ll too.","5,844",151,https://www.udemy.com/user/arvind-kumar-124/,"['https://spanishera.com', 'https://www.facebook.com/SpokenSpanishEra']"
"Graham Van Brunt P. Eng., B.Sc.",Lead Instructor and Founder of PSPT,"2,896",705,https://www.udemy.com/user/graham-van-brunt/,['http://getpspt.com']
L Sang,Maths tutor with a first-honours degree in Mathematics,"30,773",159,https://www.udemy.com/user/lalita-sanguansin-2/,[]
Ayana Okamoto,Let's Learn Japanese with confidence,"1,253",220,https://www.udemy.com/user/kazuki-tayler/,"['https://aucklandjapanesetutor.co.nz/', 'https://www.facebook.com/ayana.tayler', 'https://linkedin.com/in/ayana-okamoto-401997243/', 'https://www.youtube.com/channel/UCXZxrIIEEHGbD6gPt6OUTew?view_as=subscriber']"
Anna Moss,Lead Educator & CEO at Mind the Test Tutoring,"2,468",119,https://www.udemy.com/user/anna-moss-7/,[]
Uplatz Training,Fastest growing global Technology & Cloud Training Provider,"414,611","15,858",https://www.udemy.com/user/uplatz/,"['https://training.uplatz.com/', 'https://twitter.com/Uplatz_Global', 'https://www.facebook.com/UplatzGlobal/', 'https://linkedin.com/company/uplatz/', 'https://www.youtube.com/c/Uplatz/']"
Jolinda Osborne,American Accent Coach and Author,331,59,https://www.udemy.com/user/jolindaosborne/,['http://www.jolindaosborne.com']
Organic Chemistry Tutor,Math & Science Teacher,"9,910","2,544",https://www.udemy.com/user/b307483c-34e9-4901-bbd3-26ee9762f92c/,['https://www.video-tutor.net']
TheLearningBit (Learn.Excel.Lead.),"Leading IELTS, PTE, and Advanced English Training Institute","18,408",372,https://www.udemy.com/user/rajalaxmi-iyer/,"['https://thelearningbit.com/', 'https://twitter.com/thelearningbit', 'https://www.facebook.com/TheLearningBit/', 'https://linkedin.com/company/thelearningbit', 'https://www.youtube.com/channel/UCZK6Oyn5AZiV8ILuUZ3EN5g']"
Munir Bragança,Electrical Engineer in +/-533kV Bipolar HVDC Substation,474,63,https://www.udemy.com/user/munir-braganca/,"['https://www.facebook.com/munir.normahomed/', 'https://linkedin.com/in/munir-bragança-8a5650a0/']"
Métodos - Rogério Souza,Especialista em Transformação Pessoal,"7,310","1,782",https://www.udemy.com/user/rogerio-silva-de-souza-2/,[]
Karia Justin David,Language tutor,455,58,https://www.udemy.com/user/karia-justin-david/,[]
Robert Spall,Mechanical and Aerospace Engineering,"2,356",457,https://www.udemy.com/user/robert-spall/,['https://www.youtube.com/channel/UC7AJ7bhnxg9BgKxXfMWt7sg']
